gkde2,gkde3,gkde4,gkde5,gkde6,gkde7,gkde8,gkde9,gkde10,gkde11,gkde12,gkde13,gkde14,gkde15,gkde16,gkde17,gkde18,gkde19,gkde20
34.6434359805511,36.7909238249595,32.4554294975689,28.8087520259319,33.7520259319287,30.9967585089141,32.2528363047002,34.6839546191248,39.5867098865478,35.7779578606159,34.967585089141,33.1037277147488,37.2366288492707,34.7244732576985,31.8476499189627,32.7390599675851,34.7649918962723,33.6709886547812,35.8995137763371
55.9967585089141,56.8881685575365,56.7666126418152,54.5786061588331,55.6320907617504,57.2933549432739,56.5640194489465,54.0923824959481,56.2398703403566,53.8087520259319,54.1734197730956,54.6596434359805,52.3095623987034,50.8508914100486,51.8638573743922,53.5656401944895,55.8752025931929,54.5380875202593,52.9578606158833
65.4781199351702,66.45056726094,64.3435980551053,62.7633711507293,63.0064829821718,63.5737439222042,61.7909238249595,64.0599675850891,62.9659643435981,61.2641815235008,62.5202593192869,60.9400324149109,59.7649918962723,60.291734197731,61.2641815235008,58.9546191247974,61.8314424635332,61.0210696920584,60.8995137763371
69.0842787682334,71.1507293354943,70.7455429497569,67.9497568881686,68.2333873581848,69.0437601296596,68.1118314424635,67.4635332252836,67.7876823338736,67.3419773095624,67.6661264181523,66.5316045380875,65.7617504051864,64.5056726094003,64.9918962722852,65.8833063209076,67.0988654781199,66.6936790923825,66.1264181523501
73.7034035656402,74.2301458670989,72.1231766612642,71.5559157212318,71.7179902755268,72.2447325769854,71.1507293354943,70.4619124797407,71.677471636953,69.6110210696921,70.8670988654781,69.6110210696921,69.2463533225284,68.8411669367909,69.8541329011345,68.8006482982172,69.3679092382496,68.8006482982172,68.9627228525122
74.7568881685575,76.0129659643436,75,73.8654781199352,72.8525121555916,73.1766612641815,72.2042139384117,72.5283630470016,72.4068071312804,72.6094003241491,72.7714748784441,71.3938411669368,71.4748784440843,71.7179902755268,71.7179902755268,71.3938411669368,70.5429497568882,70.5024311183144,70.3808752025932
76.0129659643436,76.8233387358185,76.0534846029173,75.8103727714749,75.4862236628849,75.2836304700162,74.3111831442464,75.2025931928687,74.4732576985413,73.9059967585089,74.7163695299838,74.1085899513776,72.3257698541329,73.1361426256078,73.3792544570502,74.5948136142626,72.5688816855754,72.001620745543,71.7990275526742
76.7828200972447,78.4440842787682,77.3095623987034,77.1474878444084,76.8638573743922,76.904376012966,75.6077795786062,76.7828200972447,76.4586709886548,76.2155591572123,75.9319286871961,74.9189627228525,74.4327390599676,74.3922204213938,73.095623987034,74.3517017828201,73.8654781199352,72.7309562398703,74.2706645056726
78.4440842787682,78.9303079416532,78.7682333873582,78.2820097244733,77.9983792544571,77.0259319286872,77.3905996758509,77.6742301458671,77.7552674230146,76.8233387358185,76.9854132901135,75.6482982171799,75.6482982171799,74.4732576985413,74.7974068071313,75.3241491085899,74.5948136142626,73.9465153970827,75.0810372771475
78.646677471637,79.9432739059968,78.2009724473258,79.2139384116694,78.322528363047,78.5656401944895,77.6742301458671,77.3095623987034,77.7957860615883,77.3095623987034,77.5526742301459,77.1880064829822,76.580226904376,76.4181523500811,76.3371150729335,76.3776337115073,75.162074554295,75.0405186385737,75.0810372771475
79.7811993517018,80.4294975688817,80.064829821718,80.064829821718,78.6871961102107,79.0518638573744,78.9708265802269,78.5656401944895,78.8087520259319,78.9303079416532,78.2414910858995,77.6337115072934,77.3095623987034,76.0129659643436,76.6612641815235,77.5931928687196,75.9319286871961,75.9319286871961,76.3371150729335
80.8346839546191,80.7536466774716,80.1458670988655,80.3484602917342,79.6596434359806,79.2544570502431,78.8087520259319,79.8217179902755,79.740680713128,79.3354943273906,79.2139384116694,78.4440842787682,77.5526742301459,77.8363047001621,77.3500810372772,77.9983792544571,76.2560777957861,76.1750405186386,76.4991896272285
80.5105348460292,80.8752025931929,80.4700162074554,80.1458670988655,80.7131280388979,79.5380875202593,79.2139384116694,78.7682333873582,79.4165316045381,79.0923824959481,79.4570502431118,78.5251215559157,78.9303079416532,77.9983792544571,77.0259319286872,77.9173419773096,77.0664505672609,77.2285251215559,76.7017828200973
81.1183144246353,81.0777957860616,81.3209076175041,80.4294975688817,80.7131280388979,80.3079416531605,80.2674230145867,80.1458670988655,79.740680713128,79.740680713128,80.4294975688817,78.322528363047,77.9173419773096,78.2820097244733,77.8363047001621,78.7682333873582,77.1474878444084,77.3905996758509,77.6742301458671
80.5915721231767,81.5235008103728,81.5640194489465,81.3209076175041,80.6320907617504,80.5105348460292,79.6596434359806,79.7001620745543,79.5786061588331,79.7001620745543,79.740680713128,79.6596434359806,79.4165316045381,78.9708265802269,78.2009724473258,79.2544570502431,77.3500810372772,77.5526742301459,76.7017828200973
81.645056726094,82.2123176661264,81.4424635332253,81.1183144246353,81.6855753646678,80.5915721231767,80.8752025931929,80.8752025931929,79.902755267423,80.1863857374392,79.9432739059968,79.2544570502431,79.5786061588331,79.2544570502431,78.5251215559157,78.6871961102107,78.0388978930308,78.2820097244733,77.3095623987034
82.1717990275527,82.4554294975689,82.1717990275527,81.2803889789303,81.645056726094,80.9967585089141,81.3614262560778,80.7941653160454,80.7536466774716,79.9837925445705,79.1734197730956,79.7001620745543,79.6596434359806,79.4975688816856,78.5251215559157,79.8217179902755,78.0794165316045,78.1199351701783,77.4311183144246
82.4149108589952,82.5364667747164,82.1312803889789,81.1588330632091,81.9286871961102,81.0777957860616,81.2803889789303,80.5915721231767,80.8346839546191,80.7131280388979,80.1458670988655,79.7001620745543,79.9837925445705,79.2139384116694,79.0518638573744,80.0243111831442,79.0113452188006,78.1199351701783,78.4440842787682
82.6175040518639,83.0226904376013,82.2933549432739,82.1312803889789,81.7666126418152,81.6855753646678,80.8752025931929,81.0777957860616,81.8881685575365,80.8346839546191,81.1183144246353,80.7131280388979,80.4700162074554,79.9837925445705,79.7811993517018,79.8622366288493,79.2949756888169,78.7277147487844,79.3760129659644
82.5769854132901,82.6985413290113,82.7795786061588,81.7260940032415,82.0907617504052,81.645056726094,81.645056726094,81.0372771474878,81.6045380875203,81.1588330632091,80.9562398703404,80.7536466774716,80.2674230145867,79.5380875202593,80.1053484602917,80.5105348460292,78.2820097244733,78.1199351701783,79.6191247974068
83.1442463533225,82.9821717990276,82.6580226904376,81.7260940032415,81.5640194489465,82.0097244732577,81.807131280389,81.0372771474878,81.8476499189627,80.6320907617504,81.1588330632091,80.9967585089141,80.0243111831442,80.5105348460292,80.5915721231767,80.2674230145867,79.6191247974068,78.9303079416532,79.0923824959481
82.7795786061588,83.063209076175,82.5364667747164,81.7666126418152,83.1442463533225,82.9011345218801,82.1312803889789,81.7666126418152,82.2123176661264,80.8752025931929,81.7666126418152,81.1993517017828,80.3484602917342,80.3484602917342,80.5915721231767,80.9157212317666,79.9432739059968,79.2139384116694,79.4570502431118
82.8200972447326,82.9416531604538,83.2658022690438,82.1717990275527,83.1847649918963,81.8476499189627,82.2933549432739,82.2933549432739,81.9286871961102,81.0372771474878,82.0907617504052,81.6855753646678,81.1993517017828,80.5915721231767,80.1053484602917,80.6726094003242,79.4570502431118,79.2544570502431,80.1053484602917
83.9546191247974,83.4278768233387,83.1847649918963,82.7795786061588,82.3743922204214,82.3338735818477,82.0097244732577,81.645056726094,81.807131280389,81.807131280389,81.8881685575365,81.4019448946515,81.0777957860616,80.4294975688817,80.5510534846029,80.6726094003242,79.902755267423,79.5786061588331,79.902755267423
83.9546191247974,83.5089141004862,83.3063209076175,82.1312803889789,83.0226904376013,82.3338735818477,82.6580226904376,82.4554294975689,82.5769854132901,81.7260940032415,82.2123176661264,81.5235008103728,80.9157212317666,80.8346839546191,80.4700162074554,81.1588330632091,79.7811993517018,79.740680713128,80.3484602917342
83.7115072933549,83.3468395461913,83.1037277147488,82.2528363047002,82.8606158833063,82.5364667747164,81.7666126418152,82.1312803889789,82.6580226904376,82.0097244732577,82.4554294975689,81.5235008103728,81.4424635332253,81.482982171799,80.8346839546191,81.1183144246353,80.0243111831442,79.1734197730956,79.4975688816856
83.7520259319287,83.9951377633711,83.2658022690438,83.7925445705024,83.9951377633711,82.5364667747164,82.4959481361426,82.5769854132901,82.5769854132901,82.0097244732577,82.5769854132901,81.7260940032415,80.9157212317666,81.0777957860616,80.4700162074554,80.9562398703404,80.1053484602917,80.3079416531605,80.6320907617504
83.8735818476499,84.0356564019449,83.4278768233387,83.1037277147488,83.7520259319287,83.4278768233387,82.1717990275527,82.7795786061588,82.9821717990276,82.2528363047002,81.7260940032415,82.0502431118315,81.1993517017828,80.7536466774716,80.9562398703404,80.0243111831442,80.3079416531605,79.7001620745543,81.2398703403566
84.2787682333874,83.8330632090762,83.22528363047,83.1442463533225,83.2658022690438,83.2658022690438,83.4278768233387,83.1847649918963,82.9011345218801,82.6985413290113,82.6580226904376,81.6855753646678,82.0097244732577,81.6855753646678,82.0097244732577,81.2803889789303,80.7536466774716,80.2674230145867,80.7131280388979
84.0761750405186,83.7925445705024,83.7520259319287,83.063209076175,83.9546191247974,83.7520259319287,83.063209076175,82.3338735818477,83.22528363047,81.7260940032415,82.5769854132901,82.4149108589952,82.0502431118315,81.3209076175041,81.1588330632091,81.969205834684,80.5915721231767,80.7131280388979,80.7941653160454
84.0356564019449,84.1166936790924,83.22528363047,83.7115072933549,83.9546191247974,83.2658022690438,83.1037277147488,83.2658022690438,83.1037277147488,81.7666126418152,82.7390599675851,82.2933549432739,81.969205834684,81.482982171799,81.8476499189627,80.9967585089141,80.0243111831442,81.1183144246353,81.4019448946515
83.9141004862237,84.6029173419773,84.1572123176661,84.3598055105348,83.7520259319287,83.063209076175,83.22528363047,83.4278768233387,82.8606158833063,82.9011345218801,82.5364667747164,81.969205834684,82.2123176661264,81.5640194489465,81.8881685575365,81.1183144246353,81.0372771474878,81.1588330632091,81.2398703403566
